id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1426897197296234498,1426897197296234498,2021-08-15 16:22:56 Turkey Standard Time,2021-08-15,16:22:56,+0300,1316720242983346183,yesilvatan1923,YEŞİL VATAN,,"Biz bir ölür, bin diriliriz !!! Biz hep böyle idik, Ama görmediniz! Yani hep cephedeyiz, Gelin dedik,  Ama gelmediniz  Ya da duymazdan geldiniz ! Duyduğunuz ve  gördüğünüz  Ama hiç doğruyu konuşmadınız!... #OrmanınKahramanları  #YesilVatan  #OrmanVatandır  #ucakkazası  #Şehit  https://t.co/3AhVDM9eag",tr,[],[],['https://pbs.twimg.com/media/E81bbsDXMBAGXKP.jpg'],0,2,17,"['ormanınkahramanları', 'yesilvatan', 'ormanvatandır', 'ucakkazası', 'şehit']",[],https://twitter.com/yesilvatan1923/status/1426897197296234498,False,,1,https://pbs.twimg.com/media/E81bbsDXMBAGXKP.jpg,,,,,,,[],,,,
1426861103187906565,1426861103187906565,2021-08-15 13:59:31 Turkey Standard Time,2021-08-15,13:59:31,+0300,122620423,austa53,Ahmet USTA,,#OrmanınKahramanları,und,[],[],[],0,2,12,['ormanınkahramanları'],[],https://twitter.com/austa53/status/1426861103187906565,False,https://twitter.com/BugunGuncel/status/1426819563174379520,0,,,,,,,,[],,,,
1426838093940801538,1426838093940801538,2021-08-15 12:28:05 Turkey Standard Time,2021-08-15,12:28:05,+0300,118641637,ozanacun,𝓞𝔃𝓪𝓷 𝓐𝓒𝓤𝓝💚,,"#Kahramanmaras'ta orman yangınını söndürme esnasında kırıma uğrayan uçakta şehit olan meslektaşımız Oğuz Avşar Aydın kardeşimiz başta olmak üzere #OrmanınKahramanları na Allah rahmet eylesin,aziz milletimizin başı sağolsun.🇹🇷Kazada  vefat eden Rus vatandaşlarını saygıyla anıyoruz  https://t.co/3rlPYrP30L",tr,[],[],['https://pbs.twimg.com/media/E80lr02WQAEQ5h1.jpg'],0,0,2,"['kahramanmaras', 'ormanınkahramanları']",[],https://twitter.com/ozanacun/status/1426838093940801538,False,,1,https://pbs.twimg.com/media/E80lr02WQAEQ5h1.jpg,,,,,,,[],,,,
1426827830411898880,1426827830411898880,2021-08-15 11:47:18 Turkey Standard Time,2021-08-15,11:47:18,+0300,1404546278,nkongur,Nurcan KONGUR🌷 🇹🇷,,#yesilvatan 'ımız yandıkça yüreğimizin yandığı günleri ve @OGMgovtr kahramanlarımızın gayret ve çabalarını unutamayız ve haklarınızı ödeyemeyiz.Sizi Aziz milletimize bağışlayan Allaha şükürler olsun. Mekanlarınız #yeşil cennet olsun. Minnetle #yangın #OrmanınKahramanları  #orman,tr,"[{'screen_name': 'ogmgovtr', 'name': 'orman genel müdürlüğü', 'id': '2155347530'}]",[],[],0,2,10,"['yesilvatan', 'yeşil', 'yangın', 'ormanınkahramanları', 'orman']",[],https://twitter.com/NKongur/status/1426827830411898880,False,https://twitter.com/OGMgovtr/status/1426818286008872969,0,,,,,,,,[],,,,
1426825610425417728,1426825610425417728,2021-08-15 11:38:29 Turkey Standard Time,2021-08-15,11:38:29,+0300,1316720242983346183,yesilvatan1923,YEŞİL VATAN,,#BizBüyükBirAileyiz #YesilVatan  #OrmanınKahramanları  #OrmanVatandır  https://t.co/I6Ee565izp,und,[],[],['https://pbs.twimg.com/media/E80aUtNWYAEfqzb.jpg'],0,3,9,"['bizbüyükbiraileyiz', 'yesilvatan', 'ormanınkahramanları', 'ormanvatandır']",[],https://twitter.com/yesilvatan1923/status/1426825610425417728,False,,1,https://pbs.twimg.com/media/E80aUtNWYAEfqzb.jpg,,,,,,,[],,,,
1426812709228646400,1426812709228646400,2021-08-15 10:47:13 Turkey Standard Time,2021-08-15,10:47:13,+0300,1302892663490961408,cetinngul,Gül Çetin,,"Kahramanmaraş'ta Çıkan Yangına Müdahale Ederken Düşen Uçakta Bulunan #OrmanınKahramanları'na Allah'tan Rahmet, Ailelerine Başsağlığı Ve Sabır Diliyorum. Aziz Milletimizin Başı Sağ Olsun.  Uçakta Görevde Bulunan Rus Mürettebatın Yakınlarına Ve Rus Halkına da Başsağlığı Diliyorum.  https://t.co/EDgedFQzlc",tr,[],[],['https://pbs.twimg.com/media/E80Ol5kWEAIxiBS.jpg'],0,0,1,['ormanınkahramanları'],[],https://twitter.com/cetinngul/status/1426812709228646400,False,,1,https://pbs.twimg.com/media/E80Ol5kWEAIxiBS.jpg,,,,,,,[],,,,
1426785422684917763,1426785422684917763,2021-08-15 08:58:47 Turkey Standard Time,2021-08-15,08:58:47,+0300,2896974603,ertan_kilci,Ertan KILCI (Orman Mühendisi),,#OrmanınKahramanları  #ormanyangını @OGMgovtr @TCTarim Antalya ve Muğla'da ne olduğunu anlamak için film önerileri.  https://t.co/ooKYxfQjTU,tr,"[{'screen_name': 'ogmgovtr', 'name': 'orman genel müdürlüğü', 'id': '2155347530'}, {'screen_name': 'tctarim', 'name': 't.c. tarım ve orman bakanlığı', 'id': '576067132'}]",[],['https://pbs.twimg.com/media/E8z1x6GWQAIfVbM.jpg'],0,1,1,"['ormanınkahramanları', 'ormanyangını']",[],https://twitter.com/ertan_kilci/status/1426785422684917763,False,,1,https://pbs.twimg.com/media/E8z1x6GWQAIfVbM.jpg,,,,,,,[],,,,
1426757471608115213,1426757471608115213,2021-08-15 07:07:43 Turkey Standard Time,2021-08-15,07:07:43,+0300,3034135937,e_erkanbalta,E. Erkan Balta 🇹🇷,,"Kahramanmaraş’ta yangınlara müdahale sırasında düşen uçakta #Türk ve #Rus mürettebatın vefatını üzüntüyle öğrendik. Kahraman evlatlarımıza Allah’tan rahmet, ailelerine sabırlar diliyorum. Milletimizin başı sağolsun. Rus halkına da taziyelerimi iletiyorum. #OrmanınKahramanları",tr,[],[],[],1,7,56,"['türk', 'rus', 'ormanınkahramanları']",[],https://twitter.com/e_erkanbalta/status/1426757471608115213,False,,0,,,,,,,,[],,,,
1426703368425295875,1426703368425295875,2021-08-15 03:32:44 Turkey Standard Time,2021-08-15,03:32:44,+0300,337890928,gulsenkilincer,Gülşen KILINÇER 🇹🇷,,Yangında görev alan pırıl pırıl kalpli #OrmanınKahramanları #Umke ekibine sonsuz teşekkürlerimizle...  @saglikbakanligi @RTErdogan  https://t.co/h1o25V7OCy,tr,"[{'screen_name': 'saglikbakanligi', 'name': 't.c. sağlık bakanlığı', 'id': '556130277'}, {'screen_name': 'rterdogan', 'name': 'recep tayyip erdoğan', 'id': '68034431'}]",[],['https://pbs.twimg.com/media/E8yrJxGX0AALgt7.jpg'],1,2,158,"['ormanınkahramanları', 'umke']",[],https://twitter.com/gulsenkilincer/status/1426703368425295875,False,,1,https://pbs.twimg.com/media/E8yrJxGX0AALgt7.jpg,,,,,,,[],,,,
1426657613907902465,1426657613907902465,2021-08-15 00:30:55 Turkey Standard Time,2021-08-15,00:30:55,+0300,1168340342107774977,muraterdogan_64,Murat Erdoğan,,#Kahramanmaraş’taki orman yangınına müdahale esnasında yaşanan uçak kazasında Türk ve Rus mürettebatın hayatını kaybetmesinden büyük üzüntü duydum.  Aziz milletimize ve Rus halkına başsağlığı ve sabırlar diliyorum...🇹🇷 🇷🇺 #OrmanınKahramanları,tr,[],[],[],0,0,3,"['kahramanmaraş', 'ormanınkahramanları']",[],https://twitter.com/muraterdogan_64/status/1426657613907902465,False,,0,,,,,,,,[],,,,
